cid,has_tcmsp_mapping,herb_count,herb_names,tcmsp_mol_id_count,tcmsp_mol_ids,unique_edge_count,evidence_tiers,provenance_status
7059437,1,7,半夏 | 川贝母 | 柴胡 | 款冬花 | 白蔹 | 白附子 | 蒺藜,1,MOL004649,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
7059439,1,2,板蓝根 | 胡黄连,1,MOL001743,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
7059534,1,2,大腹皮 | 槟榔,1,MOL005838,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
7060889,1,1,丹参,1,MOL007077,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
7067335,1,12,丁公藤 | 八角茴香 | 小蓟 | 松节 | 石韦 | 红花 | 苦杏仁 | 虎耳草 | 车前草 | 金沸草 | 金盏菊花 | 香茅,1,MOL000222,12,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
7311724,1,7,丹参 | 大枣 | 天竺黄 | 山茱萸 | 山药 | 牛蒡子 | 白术,1,MOL000042,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9548595,1,4,佛手 | 枸杞子 | 桃仁 | 薏苡仁,1,MOL001323,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9576416,1,3,大青叶 | 白花菜子 | 知母,1,MOL000017,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9794468,1,1,柴胡,1,MOL004706,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9815282,1,1,板蓝根,1,MOL001720,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9841711,1,1,丹参,1,MOL007131,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9841799,1,2,丹参 | 肿节风,1,MOL007132,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9855795,1,18,一枝黄花 | 乌药 | 厚朴 | 山茱萸 | 广藿香 | 松节 | 柴胡 | 沉香 | 满山红 | 生姜 | 益智 | 细辛 | 苦楝子 | 荜茇 | 菊花 | 蒿本 | 防己 | 高良姜,1,MOL001606,18,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9859094,1,7,三棱 | 丹参 | 柴胡 | 栀子 | 益母草 | 羌活 | 艾叶,1,MOL001303,7,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9868802,1,1,柴胡,1,MOL004641,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9926694,1,1,丹参,1,MOL007155,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9932254,1,1,冬瓜皮,1,MOL007889,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9971827,1,3,半边莲 | 杜仲 | 牛大力,1,MOL001504,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9978650,1,2,杜仲 | 白毛夏枯草,1,MOL007749,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9982511,1,1,白及,1,MOL005776,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
9990075,1,3,川芎 | 芥子 | 蒿本,1,MOL002189,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10036567,1,2,柴胡 | 藁本,1,MOL004705,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10058085,1,1,川芎,1,MOL002206,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10062187,1,1,丹参,1,MOL007127,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10104370,1,29,安息香 | 当归 | 枇杷叶 | 柴胡 | 桂枝 | 桑叶 | 楮实子 | 款冬花 | 灵芝 | 生姜 | 白芷 | 矮地茶 | 砂仁 | 禹州漏芦 | 紫苏 | 羌活 | 肉桂 | 芫荽 | 菊花 | 蒿本 | 西河柳 | 西洋参 | 覆盆子 | 辛夷 | 防风 | 降香 | 香薷 | 鹅不食草 | 黑芝麻,1,MOL002972,29,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10130521,1,9,大蓟 | 木香 | 板蓝根 | 枳实 | 槲寄生 | 红花 | 薤白 | 鬼针草 | 黄柏,1,MOL000348,9,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10176122,1,1,两头尖,1,MOL000541,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10274530,1,2,八角茴香 | 鱼腥草,1,MOL004354,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10290825,1,25,三七 | 乳香 | 侧柏叶 | 党参 | 冰片 | 北五味子 | 姜黄 | 桂枝 | 桑叶 | 生姜 | 紫苏 | 细辛 | 肉豆蔻 | 芫荽 | 荆芥 | 莪术 | 菊花 | 蒿本 | 蔓荆子 | 薄荷 | 防风 | 青果 | 香薷 | 鱼腥草 | 麻黄,1,MOL000905,25,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10313185,1,2,垂盆草 | 石榴皮,1,MOL002077,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10353528,1,6,厚朴 | 川芎 | 沉香 | 苍术 | 郁金 | 银柴胡,1,MOL000165,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10355691,1,1,丹参,1,MOL007145,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10398656,1,14,一枝黄花 | 丹参 | 人参 | 桂枝 | 生姜 | 白芷 | 紫苏 | 细辛 | 芫荽 | 莪术 | 菊花 | 西河柳 | 西红花 | 辛夷,1,MOL000942,14,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10403222,1,1,丹参,1,MOL007048,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10405595,1,1,板蓝根,1,MOL001828,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10450045,1,1,肉豆蔻,1,MOL009240,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10450921,1,1,辛夷,1,MOL012136,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10453987,1,1,巴戟天,1,MOL009560,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10454589,1,1,荜澄茄,1,MOL013196,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10456516,1,1,枇杷叶,1,MOL012577,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10457774,1,2,臭梧桐 | 车前草,1,MOL000157,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10459879,1,2,大黄 | 番泻叶,1,MOL002274,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10464455,1,1,猫爪草,1,MOL011324,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10464767,1,1,杜仲,1,MOL009049,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10466307,1,5,山茱萸 | 续断 | 败酱草 | 金银花 | 马钱子,1,MOL001681,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10466651,1,2,姜黄 | 紫苏,1,MOL000957,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10466989,1,2,山药 | 白及,1,MOL005444,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10467092,1,1,瓜蒌,1,MOL007183,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10467801,1,1,西洋参,1,MOL011413,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10470747,1,1,丹参,1,MOL007070,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10470863,1,1,黄药子,1,MOL009773,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10471123,1,1,白芍,1,MOL001923,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10475115,1,1,钩藤,1,MOL008473,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10477353,1,1,牛黄,1,MOL008838,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10479460,1,1,瓜蒌,1,MOL007182,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10481601,1,1,灵芝,1,MOL011184,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10484580,1,1,马尾莲,1,MOL008817,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10496532,1,1,没药,1,MOL001019,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10507459,1,1,枇杷叶,1,MOL012543,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10507805,1,1,金莲花,1,MOL007278,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10514946,1,1,白花蛇舌草,1,MOL001670,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10534862,1,4,荆芥 | 荆芥穗 | 薄荷 | 麻黄,1,MOL011876,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10537120,1,2,大枣 | 枇杷叶,1,MOL012949,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10538117,1,1,白及,1,MOL005764,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10542808,1,1,甘草,1,MOL004838,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10550610,1,3,大枣 | 玉米须 | 蕤仁,1,MOL013357,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10568300,1,1,没药,1,MOL001023,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10569137,1,1,辛夷,1,MOL012120,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10576163,1,1,连翘,1,MOL003297,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10597338,1,1,蛇床子,1,MOL003605,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10603320,1,1,枇杷叶,1,MOL012545,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10606775,1,1,麻黄,1,MOL010747,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10607833,1,1,三棱,1,MOL001299,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10613719,1,1,草果,1,MOL000074,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10618232,1,1,辛夷,1,MOL012138,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10632629,1,2,菊花 | 香附,1,MOL004030,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10633702,1,1,香附,1,MOL004051,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10643865,1,1,蝉蜕,1,MOL011682,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10647480,1,1,苦丁茶,1,MOL006500,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10654258,1,1,白芍,1,MOL001913,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10655819,1,5,牛蒡子 | 细辛 | 菊花 | 蒿本 | 郁金,1,MOL004238,5,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10672073,1,3,柴胡 | 荆芥 | 西洋参,1,MOL004632,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10683031,1,1,郁金,1,MOL004244,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10704181,1,1,满山红,1,MOL012410,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10704868,1,1,款冬花,1,MOL010008,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10711515,1,1,没药,1,MOL001020,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10713269,1,1,辛夷,1,MOL012119,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10715163,1,1,蝉蜕,1,MOL011681,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10715412,1,1,蛇床子,1,MOL003598,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10721020,1,1,灵芝,1,MOL011192,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10725382,1,1,杜仲,1,MOL009019,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10727728,1,1,板蓝根,1,MOL001830,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10736226,1,1,肉豆蔻,1,MOL009267,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10740654,1,1,蔓荆子,1,MOL011941,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10743008,1,1,茯苓,1,MOL000273,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10750739,1,3,款冬花 | 金银花 | 鬼针草,1,MOL003004,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10766328,1,1,苦丁茶,1,MOL006529,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10776403,1,1,三七,1,MOL007459,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10779560,1,1,茜草,1,MOL006167,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10788149,1,1,女贞子,1,MOL005172,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10798423,1,2,西红花 | 银杏叶,1,MOL001384,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10813969,1,1,月季花,1,MOL012782,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10814524,1,1,猪苓,1,MOL000815,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10820631,1,1,艾叶,1,MOL005747,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10823100,1,1,金银花,1,MOL003026,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10831307,1,1,没药,1,MOL001024,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10841200,1,1,络石藤,1,MOL000531,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10848577,1,1,山茱萸,1,MOL005519,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10856614,1,10,柴胡 | 桂枝 | 牛蒡子 | 生姜 | 矮地茶 | 苍耳子 | 菊花 | 蒿本 | 覆盆子 | 香薷,1,MOL004717,10,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10857540,1,1,益智,1,MOL009353,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10860310,1,1,肉豆蔻,1,MOL009255,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10867095,1,1,土荆皮,1,MOL008898,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10869933,1,1,佩兰,1,MOL000587,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10870920,1,1,没药,1,MOL001164,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10877278,1,1,薄荷,1,MOL011626,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10878761,1,2,白术 | 紫苏,1,MOL000058,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10879760,1,1,大黄,1,MOL002262,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10881804,1,1,甘草,1,MOL004815,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10883331,1,2,郁金 | 高良姜,1,MOL002535,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10887941,1,1,巴戟天,1,MOL009528,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10887971,1,4,乳香 | 芫荽 | 荜澄茄 | 郁金,1,MOL001296,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10887972,1,1,柴胡,1,MOL004714,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10887985,1,2,干姜 | 生姜,1,MOL002482,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10888107,1,1,柴胡,1,MOL004656,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10889018,1,4,砂仁 | 紫苏 | 菊花 | 薄荷,1,MOL007554,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10889124,1,1,地锦草,1,MOL006317,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10889963,1,3,半枝莲 | 巴戟天 | 白花蛇舌草,1,MOL001649,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10891602,1,1,紫菀,1,MOL010464,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10898915,1,2,徐长卿 | 甘松,1,MOL005617,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10899740,1,15,一枝黄花 | 三七花 | 柴胡 | 桂枝 | 没药 | 生姜 | 白芷 | 益母草 | 石菖蒲 | 荆芥 | 菊花 | 薄荷 | 辛夷 | 银杏叶 | 麻黄,1,MOL001179,15,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10899741,1,4,川芎 | 满山红 | 羌活 | 麻黄,1,MOL002132,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10900762,1,4,南沙参 | 白芷 | 荆芥 | 麻黄,1,MOL003449,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10902387,1,1,墨旱莲,1,MOL003387,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10903924,1,1,山药,1,MOL005437,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10909635,1,2,没药 | 菊花,1,MOL001202,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10910653,1,9,一枝黄花 | 椿皮 | 石菖蒲 | 肉桂 | 荔枝核 | 辛夷 | 郁金 | 陈皮 | 香薷,1,MOL003538,9,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10910685,1,2,关黄柏 | 黄柏,1,MOL006414,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10911621,1,1,土贝母,1,MOL010312,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10914066,1,1,大黄,1,MOL002237,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10914547,1,1,余甘子,1,MOL006800,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10920530,1,1,零陵香,1,MOL011883,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10920919,1,1,龙脷叶,1,MOL008748,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10922465,1,1,青蒿,1,MOL007428,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10923274,1,1,没药,1,MOL001173,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10931630,1,3,桂枝 | 甘松 | 西洋参,1,MOL011432,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10932599,1,1,藁本,1,MOL011773,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10937119,1,1,关黄柏,1,MOL006417,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10944926,1,2,罗汉果 | 菊花,1,MOL010079,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10946210,1,2,乳香 | 牡荆叶,1,MOL001234,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10946969,1,1,商陆,1,MOL003797,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10956572,1,1,紫苏,1,MOL006205,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10965145,1,1,地榆,1,MOL005854,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10966105,1,2,生姜 | 砂仁,1,MOL007548,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10969850,1,2,贯叶金丝桃 | 银杏叶,1,MOL005929,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10970376,1,2,栀子 | 金银花,1,MOL003095,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10976879,1,1,枸杞子,1,MOL009606,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10977290,1,1,佩兰,1,MOL000585,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10979933,1,1,余甘子,1,MOL006778,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10983572,1,1,茵陈,1,MOL008053,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10986446,1,4,凌霄花 | 没药 | 番泻叶 | 紫花地丁,1,MOL001017,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10986613,1,1,荆芥穗,1,MOL011877,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10987383,1,4,桂枝 | 椿皮 | 苍耳子 | 辛夷,1,MOL006316,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10988340,1,2,泽泻 | 郁金,1,MOL000827,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
10998653,1,1,丹参,1,MOL007035,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11008522,1,1,洋金花,1,MOL011524,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11011966,1,1,丹参,1,MOL007036,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11021311,1,1,没药,1,MOL001064,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11029861,1,1,川芎,1,MOL002172,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11033582,1,1,儿茶,1,MOL008431,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11051711,1,47,乌敛莓 | 侧柏叶 | 八角茴香 | 千年健 | 南鹤虱 | 吴茱萸 | 小茴香 | 山柰 | 川芎 | 常山 | 干姜 | 木棉花 | 枳实 | 没药 | 满山红 | 牡荆叶 | 牡荆子 | 牵牛子 | 生姜 | 石菖蒲 | 砂仁 | 紫苏 | 细辛 | 羌活 | 胡椒 | 艾叶 | 芫荽 | 花椒 | 荆芥 | 荜茇 | 莪术 | 菊花 | 蒿本 | 蔓荆子 | 薄荷 | 藁本 | 覆盆子 | 豆蔻 | 辛夷 | 连翘 | 防风 | 陈皮 | 香薷 | 高良姜 | 鬼针草 | 麻黄 | 黑芝麻,1,MOL000268,47,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11052941,1,1,川牛膝,1,MOL012293,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11062697,1,1,川芎,1,MOL002188,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11085323,1,1,川芎,1,MOL002165,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11095734,1,30,乳香 | 佩兰 | 地枫皮 | 川芎 | 常山 | 木香 | 桂枝 | 桑叶 | 椿皮 | 沉香 | 牡荆叶 | 生姜 | 白芷 | 矮地茶 | 紫苏子 | 红参 | 细辛 | 肉桂 | 艾叶 | 苍耳子 | 莪术 | 菊花 | 蒿本 | 蔓荆子 | 藁本 | 辛夷 | 郁金 | 香薷 | 鬼针草 | 麻黄,1,MOL000208,30,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11160025,1,4,椿皮 | 檀香 | 石菖蒲 | 香附,1,MOL003557,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11163864,1,1,白及,1,MOL005755,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11206026,1,1,佛手,1,MOL013252,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11228920,1,2,佛手 | 肉豆蔻,1,MOL009252,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11241545,1,33,佩兰 | 八角茴香 | 北五味子 | 十大功劳叶 | 升麻 | 南蛇藤果 | 吴茱萸 | 地枫皮 | 安息香 | 干姜 | 广藿香 | 桑寄生 | 檀香 | 独活 | 玳玳花 | 生姜 | 瞿麦 | 石菖蒲 | 砂仁 | 紫苏 | 细辛 | 肉桂 | 艾叶 | 芫荽 | 花椒 | 荆芥 | 草果 | 菊花 | 西河柳 | 豆蔻 | 辣椒 | 银杏叶 | 麻黄,1,MOL000119,33,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11250133,1,6,大腹皮 | 扁豆花 | 槟榔 | 罗布麻叶 | 赤小豆 | 金荞麦,1,MOL000004,6,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11265913,1,1,川芎,1,MOL002100,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11281091,1,1,半边莲,1,MOL012225,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11282492,1,1,白及,1,MOL005765,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11286536,1,4,丁香 | 罗汉果 | 芫荽 | 香橼,1,MOL010090,4,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11289099,1,1,密蒙花,1,MOL006665,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11294177,1,3,水红花子 | 菊花 | 银杏叶,1,MOL011580,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11298625,1,11,一枝黄花 | 千斤拔 | 木香 | 桂枝 | 牡荆叶 | 肉桂 | 苏合香 | 荔枝核 | 薄荷 | 高良姜 | 麻黄,1,MOL000677,11,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11311158,1,1,骨碎补,1,MOL009084,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11317652,1,1,白及,1,MOL005774,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11327449,1,1,银柴胡,1,MOL007709,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11333027,1,1,胡椒,1,MOL002845,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11335274,1,2,吴茱萸 | 生姜,1,MOL003978,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11349817,1,1,甘草,1,MOL004852,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11351007,1,1,女贞子,1,MOL005205,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11361225,1,1,龙胆,1,MOL003163,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11367121,1,1,西红花,1,MOL001379,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11388341,1,1,龙胆,1,MOL003158,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11389600,1,1,草果,1,MOL000113,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11389922,1,1,花椒,1,MOL013267,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11401461,1,9,伸筋草 | 大蓟 | 广藿香 | 木香 | 松节 | 砂仁 | 艾叶 | 芦根 | 辣椒,1,MOL003180,9,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11412603,1,1,草果,1,MOL000083,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11413813,1,1,高良姜,1,MOL002561,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11413903,1,3,枇杷叶 | 柴胡 | 茺蔚子,1,MOL000872,3,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11423556,1,2,吴茱萸 | 百合,1,MOL003998,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11424773,1,1,穿心莲,1,MOL008207,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11426154,1,2,关黄柏 | 荷叶,1,MOL006405,2,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11426211,1,1,常山,1,MOL008178,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11429497,1,1,海风藤,1,MOL000320,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11435490,1,8,柴胡 | 甘松 | 生姜 | 白芷 | 羌活 | 芫荽 | 菊花 | 鹅不食草,1,MOL004581,8,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11437978,1,1,白及,1,MOL005756,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11438306,1,1,半夏,1,MOL006957,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11439770,1,1,海风藤,1,MOL000318,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
11444588,1,1,矮地茶,1,MOL010963,1,primary_direct,adjudicated_TCMSP_relation_set_v1.1.0
